"Timestamp","Género","Edad","Altura en metros","Hornalla favorita","¿Cómo caracterizarías la intensidad de tus hornallas? [Atrás izquierda]","¿Cómo caracterizarías la intensidad de tus hornallas? [Adelante izquierda]","¿Cómo caracterizarías la intensidad de tus hornallas? [Adelante derecha]","¿Cómo caracterizarías la intensidad de tus hornallas? [Atrás derecha]","La cocina es","¿Con qué encendés las hornallas?","¿Con qué frecuencia usás una hornalla?","¿Cuál es tu mano más hábil?","¿Tenés niñes menores en tu casa?","¿Tenés mascotas en tu casa?","¿Hacia qué lado del anafe tenés mesada?"
"2020/08/11 8:19:31 PM GMT-3","Hombre","23","194","Adelante derecha","Alta","Media","Alta","Baja","Eléctrica","Botón de la cocina","Todos los días","Derecha","No","No","Izquierda;Derecha"
"2020/08/11 8:19:35 PM GMT-3","Mujer","37","1.64","Adelante izquierda","Baja","Alta","Baja","Baja","A gas","Botón de la cocina","Todos los días","Derecha","Sí","Sí, pero no creo que tocarían el fuego","Izquierda"
"2020/08/11 8:19:38 PM GMT-3","Mujer","60","160","Atrás derecha","Alta","Baja","Baja","Media","A gas","Botón de la cocina","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda"
"2020/08/11 8:19:46 PM GMT-3","Mujer","25","1.60","Atrás izquierda","Alta","No tengo","Media","No tengo","A gas","Encendedor;Fósforos","Todos los días","Izquierda","No","Sí, pero no creo que tocarían el fuego","Izquierda"
"2020/08/11 8:19:46 PM GMT-3","Hombre","23","1.68","Adelante derecha","Media","Media","Media","Media","A gas","Encendedor","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Derecha"
"2020/08/11 8:20:03 PM GMT-3","Mujer","32","1.69","Adelante izquierda","Media","Media","Alta","Media","A gas","Encendedor","Todos los días","Derecha","No","No","Izquierda;Derecha"
"2020/08/11 8:20:08 PM GMT-3","Mujer","16","1.58","Adelante izquierda","Media","Media","Media","Media","A gas","Encendedor","Todos los días","Derecha","Sí","Sí, pero no creo que tocarían el fuego","Izquierda"
"2020/08/11 8:20:34 PM GMT-3","Hombre","24","1.74","Adelante izquierda","Alta","Media","Baja","Funciona mal","A gas","Encendedor;Fósforos","Todos los días","Izquierda","No","Sí, pero no creo que tocarían el fuego","Izquierda;Derecha"
"2020/08/11 8:20:43 PM GMT-3","Mujer","26","1.60","Atrás izquierda","Media","Media","Alta","Baja","A gas","Es automático","Todos los días","Derecha","No","Sí, y creo que tocarían el fuego","Derecha"
"2020/08/11 8:20:45 PM GMT-3","Mujer","41","1.68","Adelante izquierda","Media","Alta","Media","Media","A gas","Botón de la cocina","Todos los días","Izquierda","No","No","Izquierda"
"2020/08/11 8:20:45 PM GMT-3","Mujer","60","1.60","Atrás derecha","Alta","Media","Media","Alta","A gas","Fósforos","Todos los días","Derecha","No","No","Derecha"
"2020/08/11 8:20:52 PM GMT-3","Hombre","38","1.77","Atrás izquierda","Alta","Media","Baja","Media","A gas","Magiclik;Fósforos","Todos los días","Derecha","No","No","Izquierda"
"2020/08/11 8:21:03 PM GMT-3","Mujer","21","1.63","Adelante derecha","Media","Baja","Media","Alta","Eléctrica","Es automático","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda;Derecha"
"2020/08/11 8:21:12 PM GMT-3","Mujer","20","1.65","Atrás derecha","Media","Baja","Baja","Alta","A gas","Encendedor;Botón de la cocina","Todos los días","Izquierda","No","Sí, y creo que tocarían el fuego","Izquierda"
"2020/08/11 8:21:20 PM GMT-3","Mujer","33","1.55","Atrás izquierda","Media","Baja","Funciona mal","Baja","A gas","Fósforos","Todos los días","Derecha","No","No","Izquierda;Derecha"
"2020/08/11 8:21:29 PM GMT-3","Mujer","21","1.75","Adelante derecha","Media","Media","Alta","Media","Eléctrica","Es automático","Todos los días","Derecha","Sí","Sí, pero no creo que tocarían el fuego","Izquierda;Derecha;Al frente"
"2020/08/11 8:21:30 PM GMT-3","Hombre","24","1.72","Adelante izquierda","Alta","Alta","Baja","Media","A gas","Botón de la cocina","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Derecha"
"2020/08/11 8:21:32 PM GMT-3","Mujer","31","1.65","Adelante izquierda","Alta","Alta","Alta","Alta","A gas","Encendedor","Todos los días","Izquierda","No","No","Izquierda"
"2020/08/11 8:21:33 PM GMT-3","Mujer","25","1.60","Adelante derecha","Media","Alta","Alta","Media","A gas","Fósforos","Todos los días","Derecha","No","No","Izquierda;Derecha"
"2020/08/11 8:21:48 PM GMT-3","Hombre","32","1.75","Adelante derecha","Funciona mal","Media","Alta","Baja","A gas","Fósforos","Todos los días","Derecha","No","No","Derecha"
"2020/08/11 8:21:51 PM GMT-3","Mujer","26","1.58","Adelante izquierda","Media","Alta","Media","No tengo","A gas","Encendedor;Fósforos","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda;Derecha"
"2020/08/11 8:22:05 PM GMT-3","Mujer","31","1.75","Adelante izquierda","Baja","Alta","Alta","Baja","A gas","Magiclik","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda"
"2020/08/11 8:22:06 PM GMT-3","Mujer","17","1.6","Adelante derecha","Alta","Media","Baja","Alta","A gas","Encendedor;Magiclik;Fósforos","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda"
"2020/08/11 8:22:17 PM GMT-3","Hombre","43","1.73","Atrás izquierda","Alta","Media","Funciona mal","Media","A gas","Fósforos","Todos los días","Derecha","Sí","No","Izquierda;Derecha"
"2020/08/11 8:22:20 PM GMT-3","Otre","28","1.67","Adelante derecha","Alta","Alta","Media","Alta","A gas","Encendedor","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda"
"2020/08/11 8:22:22 PM GMT-3","Mujer","22","1.58","Adelante derecha","Alta","Funciona mal","Media","No tengo","A gas","Encendedor;Magiclik;Fósforos","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Derecha"
"2020/08/11 8:22:47 PM GMT-3","Mujer","29","1.65","Atrás derecha","Media","Baja","Media","Alta","A gas","Fósforos","Todos los días","Izquierda","No","Sí, pero no creo que tocarían el fuego","Derecha"
"2020/08/11 8:23:01 PM GMT-3","Hombre","37","1.87","Atrás izquierda","Media","Media","Baja","Alta","A gas","Fósforos","Todos los días","Izquierda","Sí","No","Izquierda;Derecha"
"2020/08/11 8:23:15 PM GMT-3","Mujer","27","1.62","Atrás izquierda","Alta","Media","Baja","Baja","A gas","Encendedor;Fósforos","Todos los días","Derecha","No","No","Derecha"
"2020/08/11 8:23:16 PM GMT-3","Mujer","20","1.60","Adelante izquierda","Baja","Media","Alta","Media","A gas","Encendedor;Fósforos","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda"
"2020/08/11 8:23:19 PM GMT-3","Hombre","38","1.89","Adelante izquierda","Media","Media","Media","Media","A gas","Magiclik","Todos los días","Derecha","Sí","Sí, pero no creo que tocarían el fuego","Derecha"
"2020/08/11 8:23:28 PM GMT-3","Hombre","44","1.85","Adelante izquierda","Baja","Alta","Media","Media","A gas","Fósforos","Todos los días","Derecha","Sí","Sí, pero no creo que tocarían el fuego","Derecha"
"2020/08/11 8:23:29 PM GMT-3","Mujer","28","1.65","Adelante derecha","No tengo","Baja","Media","Media","Gas envasado","Encendedor;Fósforos","Día por medio","Izquierda;Derecha","No","Sí, y creo que tocarían el fuego","Izquierda"
"2020/08/11 8:23:33 PM GMT-3","Mujer","29","1.65","Adelante izquierda","Baja","Alta","Baja","Media","A gas","Botón de la cocina","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda"
"2020/08/11 8:23:39 PM GMT-3","Mujer","29","1.53","Adelante izquierda","Alta","Alta","Alta","Alta","A gas","Encendedor;Magiclik","Todos los días","Derecha","No","No","Izquierda;Derecha"
"2020/08/11 8:24:05 PM GMT-3","Mujer","25","1.61","Adelante izquierda","Alta","Baja","Alta","Alta","A gas","Magiclik","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda;Derecha"
"2020/08/11 8:24:23 PM GMT-3","Mujer","52","1.64","Atrás derecha","Media","Baja","Funciona mal","Alta","A gas","Encendedor","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda;Derecha"
"2020/08/11 8:24:23 PM GMT-3","Mujer","45","1.70","Atrás derecha","Alta","Media","Baja","Media","A gas","Encendedor","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda;Derecha"
"2020/08/11 8:24:23 PM GMT-3","Mujer","26","1.64","Atrás derecha","Media","Baja","Baja","Media","A gas","Encendedor","Todos los días","Derecha","Sí","Sí, pero no creo que tocarían el fuego","Derecha"
"2020/08/11 8:24:25 PM GMT-3","Mujer","26","1.65","Atrás derecha","Alta","Media","Baja","Alta","A gas","Magiclik;Botón de la cocina","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda;Derecha"
"2020/08/11 8:24:32 PM GMT-3","Mujer","28","1.62","Adelante derecha","Media","Baja","Alta","Media","A gas","Encendedor","Todos los días","Derecha","No","No","Izquierda;Derecha"
"2020/08/11 8:24:34 PM GMT-3","Mujer","47","1.64","Atrás derecha","Media","Baja","Media","Alta","A gas","Botón de la cocina","Una vez por semana o menos","Derecha","No","No","Izquierda;Derecha"
"2020/08/11 8:25:22 PM GMT-3","Mujer","33","162","Adelante derecha","Baja","Media","Alta","Baja","A gas","Fósforos","Todos los días","Derecha","No","No","Izquierda"
"2020/08/11 8:25:28 PM GMT-3","Hombre","24","1.85","Adelante derecha","No tengo","Media","Alta","No tengo","A gas","Encendedor","Todos los días","Derecha","No","No","Izquierda"
"2020/08/11 8:25:32 PM GMT-3","Mujer","25","1.58","Atrás derecha","Media","Baja","Media","Alta","A gas","Magiclik;Fósforos","Todos los días","Derecha","No","No","Izquierda;Derecha"
"2020/08/11 8:25:34 PM GMT-3","Hombre","27","1.66","Adelante derecha","Media","Baja","Media","Alta","A gas","Botón de la cocina","Todos los días","Derecha","No","No","Izquierda;Derecha"
"2020/08/11 8:25:53 PM GMT-3","Mujer","20","1.59","Adelante izquierda","Alta","Alta","Alta","Media","Eléctrica","Botón de la cocina","Todos los días","Derecha","No","No","Izquierda;Al frente"
"2020/08/11 8:26:15 PM GMT-3","Mujer","22","1.58","Adelante izquierda","Media","Alta","Media","Funciona mal","A gas","Encendedor;Fósforos","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda;Derecha"
"2020/08/11 8:26:32 PM GMT-3","Hombre","49","1.73","Adelante derecha","Alta","Funciona mal","Alta","Alta","A gas","Fósforos","Todos los días","Izquierda","Sí","No","Derecha"
"2020/08/11 8:26:40 PM GMT-3","Hombre","34","1.7","Adelante derecha","Baja","Media","Media","Alta","A gas","Fósforos","Todos los días","Derecha","Sí","Sí, pero no creo que tocarían el fuego","Derecha"
"2020/08/11 8:26:47 PM GMT-3","Mujer","34","1.60","Atrás izquierda","Media","Funciona mal","Media","Funciona mal","A gas","Botón de la cocina","Todos los días","Derecha","Sí","Sí, pero no creo que tocarían el fuego","Izquierda;Derecha"
"2020/08/11 8:26:53 PM GMT-3","Mujer","21","1.58","Adelante derecha","Alta","Baja","Alta","Baja","A gas","Magiclik","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda;Al frente"
"2020/08/11 8:27:06 PM GMT-3","Mujer","21","1.53","Adelante izquierda","Baja","Alta","Alta","Baja","A gas","Fósforos","Todos los días","Derecha","Sí","Sí, pero no creo que tocarían el fuego","Derecha"
"2020/08/11 8:27:07 PM GMT-3","Hombre","40","1.79","Adelante izquierda","Media","Alta","Baja","Alta","A gas","Encendedor","Todos los días","Izquierda","Sí","Sí, pero no creo que tocarían el fuego","Izquierda;Derecha"
"2020/08/11 8:27:13 PM GMT-3","Hombre","43","1.78","Adelante derecha","Media","Media","Media","Media","A gas","Encendedor","Todos los días","Derecha","No","No","Derecha"
"2020/08/11 8:27:25 PM GMT-3","Mujer","38","1.58","Adelante izquierda","Media","Media","Media","Alta","A gas","Fósforos","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda"
"2020/08/11 8:27:31 PM GMT-3","Mujer","44","1.60","Atrás derecha","Media","Baja","Baja","Alta","A gas","Botón de la cocina","Todos los días","Derecha","Sí","Sí, pero no creo que tocarían el fuego","Derecha"
"2020/08/11 8:27:38 PM GMT-3","Mujer","34","1.62","Atrás izquierda","Media","Baja","Media","Alta","A gas","Encendedor","Todos los días","Izquierda","No","No","Derecha"
"2020/08/11 8:27:42 PM GMT-3","Hombre","21","1.68","Adelante izquierda","Baja","Alta","Media","Baja","A gas","Encendedor","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda;Derecha"
"2020/08/11 8:27:49 PM GMT-3","Mujer","45","1.52","Atrás izquierda","Media","Media","Baja","Alta","A gas","Encendedor;Magiclik;Fósforos","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda"
"2020/08/11 8:27:57 PM GMT-3","Mujer","32","1.55","Adelante derecha","Baja","Media","Alta","Media","Combinada","Botón de la cocina","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Derecha"
"2020/08/11 8:27:59 PM GMT-3","Hombre","26","1.8","Adelante derecha","Media","Media","Alta","Media","A gas","Encendedor;Fósforos","Todos los días","Derecha","No","Sí, y creo que tocarían el fuego","Izquierda"
"2020/08/11 8:28:13 PM GMT-3","Hombre","24","1.80","Adelante izquierda","Media","Alta","Baja","Media","A gas","Es automático","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda;Derecha"
"2020/08/11 8:28:35 PM GMT-3","Hombre","23","1.85","Adelante derecha","Alta","Media","Alta","Media","A gas","Encendedor;Fósforos","Todos los días","Izquierda","No","Sí, pero no creo que tocarían el fuego","Derecha"
"2020/08/11 8:28:41 PM GMT-3","Mujer","48","1.71","Adelante derecha","Alta","Funciona mal","Alta","Alta","A gas","Fósforos","Todos los días","Derecha","Sí","Sí, pero no creo que tocarían el fuego","Izquierda;Derecha"
"2020/08/11 8:28:42 PM GMT-3","Hombre","40","1.85","Adelante derecha","Alta","Media","Alta","Media","A gas","Encendedor;Magiclik;Fósforos","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Derecha"
"2020/08/11 8:28:43 PM GMT-3","Mujer","41","1.70","Atrás izquierda","Alta","Media","Funciona mal","Alta","A gas","Encendedor","Todos los días","Izquierda","No","Sí, pero no creo que tocarían el fuego","Izquierda"
"2020/08/11 8:28:45 PM GMT-3","Hombre","47","1.83","Atrás izquierda","Media","Alta","Baja","Funciona mal","A gas","Es automático","Todos los días","Derecha","Sí","Sí, pero no creo que tocarían el fuego","Izquierda;Derecha"
"2020/08/11 8:28:52 PM GMT-3","Mujer","20","1.57","Adelante izquierda","Alta","Media","Baja","Alta","A gas","Encendedor;Magiclik","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Al frente"
"2020/08/11 8:28:58 PM GMT-3","Hombre","22","1.70","Adelante derecha","Media","Media","Media","Media","A gas","Encendedor;Fósforos","Todos los días","Derecha","No","Sí, y creo que tocarían el fuego","Izquierda"
"2020/08/11 8:29:10 PM GMT-3","Hombre","39","1.71","Adelante izquierda","Media","Baja","Media","Alta","A gas","Encendedor","Todos los días","Derecha","No","No","Derecha"
"2020/08/11 8:29:25 PM GMT-3","Mujer","25","1.55","Adelante derecha","Media","Baja","Media","Alta","A gas","Encendedor","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Derecha"
"2020/08/11 8:29:37 PM GMT-3","Mujer","26","1.56","Adelante izquierda","Media","Alta","Baja","Media","A gas","Botón de la cocina","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda;Derecha"
"2020/08/11 8:29:53 PM GMT-3","Hombre","26","1.80","Adelante derecha","Media","Media","Baja","Alta","A gas","Es automático","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Derecha"
"2020/08/11 8:29:57 PM GMT-3","Mujer","38","1.67","Atrás izquierda","Alta","Media","Baja","Media","A gas","Botón de la cocina","Todos los días","Derecha","Sí","Sí, pero no creo que tocarían el fuego","Izquierda;Derecha"
"2020/08/11 8:30:01 PM GMT-3","Mujer","41","1.65","Adelante derecha","Media","Media","Media","Media","A gas","Encendedor","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Derecha"
"2020/08/11 8:30:04 PM GMT-3","Mujer","20","1.67","Adelante derecha","Funciona mal","Baja","Media","Baja","A gas","Encendedor","Todos los días","Izquierda","Sí","Sí, pero no creo que tocarían el fuego","Izquierda"
"2020/08/11 8:30:04 PM GMT-3","Hombre","34","1.75","Adelante derecha","Media","Baja","Media","Media","A gas","Encendedor;Fósforos","Todos los días","Derecha","No","No","Derecha"
"2020/08/11 8:30:26 PM GMT-3","Mujer","20","1.63","Adelante izquierda","Media","Baja","Media","Alta","A gas","Botón de la cocina","Día por medio","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda"
"2020/08/11 8:30:52 PM GMT-3","Mujer","31","1.70","Adelante izquierda","Alta","Alta","Alta","Alta","A gas","Encendedor","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda"
"2020/08/11 8:31:08 PM GMT-3","Mujer","44","1.69","Adelante derecha","Alta","Alta","Media","Alta","A gas","Fósforos","Día por medio","Derecha","No","No","Derecha"
"2020/08/11 8:31:18 PM GMT-3","Hombre","24","172","Adelante izquierda","Alta","Media","Baja","Media","A gas","Encendedor","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda"
"2020/08/11 8:31:44 PM GMT-3","Mujer","38","1.58","Adelante izquierda","Media","Media","Baja","Alta","A gas","Encendedor;Fósforos","Todos los días","Derecha","Sí","No","Izquierda"
"2020/08/11 8:31:50 PM GMT-3","Mujer","31","1.60","Adelante izquierda","Baja","Media","Media","Baja","A gas","Fósforos","Todos los días","Derecha","No","No","Izquierda"
"2020/08/11 8:32:17 PM GMT-3","Hombre","24","1.70","Adelante izquierda","Media","Alta","Media","Alta","A gas","Fósforos","Todos los días","Derecha","No","No","Izquierda"
"2020/08/11 8:32:27 PM GMT-3","Mujer","21","1.57","Atrás derecha","Baja","Alta","Baja","Alta","A gas","Fósforos;Es automático","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda;Derecha"
"2020/08/11 8:32:52 PM GMT-3","Hombre","33","1.8","Adelante derecha","Baja","Baja","Media","Baja","A gas","Encendedor","Todos los días","Derecha","Sí","Sí, pero no creo que tocarían el fuego","Izquierda"
"2020/08/11 8:32:55 PM GMT-3","Hombre","37","1.78","Adelante derecha","Media","Baja","Media","Alta","A gas","Fósforos","Día por medio","Derecha","Sí","Sí, pero no creo que tocarían el fuego","Derecha"
"2020/08/11 8:33:06 PM GMT-3","Hombre","40","1.97","Adelante derecha","Alta","Alta","Alta","Alta","A gas","Encendedor","Todos los días","Derecha","Sí","No","Derecha"
"2020/08/11 8:33:32 PM GMT-3","Mujer","23","1.73","Atrás izquierda","Alta","Alta","Alta","Alta","Eléctrica","Es automático","Todos los días","Derecha","No","No","Izquierda;Derecha"
"2020/08/11 8:33:38 PM GMT-3","Mujer","26","1.65","Atrás derecha","Media","Baja","Media","Alta","A gas","Botón de la cocina","Todos los días","Derecha","No","No","Izquierda;Derecha"
"2020/08/11 8:33:38 PM GMT-3","Mujer","29","1.67","Adelante izquierda","Baja","Media","Alta","Baja","A gas","Encendedor;Magiclik;Fósforos","Todos los días","Derecha","No","No","Izquierda"
"2020/08/11 8:34:02 PM GMT-3","Mujer","41","1.70","Atrás izquierda","Alta","Baja","Media","Media","A gas","Magiclik","Todos los días","Derecha","Sí","Sí, pero no creo que tocarían el fuego","Izquierda"
"2020/08/11 8:34:15 PM GMT-3","Mujer","18","1.56","Adelante derecha","Baja","Media","Media","Baja","A gas","Magiclik","Día por medio","Derecha","No","No","Izquierda;Derecha"
"2020/08/11 8:34:20 PM GMT-3","Mujer","23","1.55","Adelante derecha","Baja","Media","Media","Media","A gas","Botón de la cocina","Dos o tres veces por semana","Derecha","Sí","No","Derecha"
"2020/08/11 8:34:33 PM GMT-3","Mujer","18","1.54","Atrás derecha","Alta","Funciona mal","Baja","Media","A gas","Fósforos","Dos o tres veces por semana","Derecha","No","Sí, pero no creo que tocarían el fuego","Derecha"
"2020/08/11 8:34:42 PM GMT-3","Mujer","19","1.56","Atrás derecha","Media","Funciona mal","Baja","Media","A gas","Fósforos","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda;Derecha"
"2020/08/11 8:34:50 PM GMT-3","Hombre","35","1.78","Adelante izquierda","Baja","Baja","Alta","No tengo","A gas","Magiclik","Todos los días","Izquierda","No","No","Izquierda;Derecha"
"2020/08/11 8:34:55 PM GMT-3","Mujer","24","1.57","Atrás derecha","Baja","Funciona mal","Funciona mal","Media","A gas","Magiclik;Botón de la cocina","Todos los días","Derecha","No","No","Izquierda;Derecha"
"2020/08/11 8:34:59 PM GMT-3","Hombre","25","1.69","Atrás derecha","Funciona mal","Alta","Funciona mal","Media","A gas","Encendedor;Magiclik;Fósforos","Todos los días","Derecha","No","No","Izquierda;Derecha"
"2020/08/11 8:35:01 PM GMT-3","Mujer","28","1.66","Atrás derecha","Funciona mal","Funciona mal","Media","Alta","A gas","Encendedor","Todos los días","Derecha","Sí","Sí, pero no creo que tocarían el fuego","Izquierda"
"2020/08/11 8:35:13 PM GMT-3","Hombre","24","1.92","Adelante derecha","Alta","Funciona mal","Media","Alta","A gas","Magiclik","Todos los días","Derecha","No","No","Derecha"
"2020/08/11 8:35:27 PM GMT-3","Hombre","23","1.83","Atrás izquierda","Alta","Alta","Media","Media","A gas","Encendedor","Todos los días","Derecha","Sí","No","Derecha"
"2020/08/11 8:35:42 PM GMT-3","Mujer","21","175","Adelante derecha","Alta","Baja","Media","Alta","Eléctrica","Botón de la cocina","Dos o tres veces por semana","Derecha","No","No","Izquierda;Derecha"
"2020/08/11 8:35:43 PM GMT-3","Mujer","24","1.53","Adelante derecha","Alta","Funciona mal","Alta","Alta","A gas","Fósforos","Todos los días","Derecha","Sí","Sí, pero no creo que tocarían el fuego","Izquierda;Derecha"
"2020/08/11 8:35:56 PM GMT-3","Mujer","26","1.50","Adelante derecha","Media","Baja","Alta","Media","A gas","Encendedor;Fósforos","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda"
"2020/08/11 8:36:05 PM GMT-3","Mujer","63","1.52","Adelante izquierda","Media","Media","Media","Media","A gas","Es automático","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Derecha"
"2020/08/11 8:36:15 PM GMT-3","Mujer","31","1.51","Adelante izquierda","Media","Alta","Alta","Baja","A gas","Encendedor;Botón de la cocina","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda"
"2020/08/11 8:36:24 PM GMT-3","Mujer","26","1.70","Adelante derecha","Baja","Baja","Media","Baja","A gas","Fósforos","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda;Derecha"
"2020/08/11 8:36:26 PM GMT-3","Mujer","32","1.67","Adelante izquierda","Media","Alta","Media","Media","A gas","Botón de la cocina","Todos los días","Derecha","No","No","Derecha"
"2020/08/11 8:36:29 PM GMT-3","Hombre","36","1.83","Atrás izquierda","Alta","Media","Baja","Baja","A gas","Encendedor","Todos los días","Derecha","Sí","Sí, pero no creo que tocarían el fuego","Izquierda"
"2020/08/11 8:36:37 PM GMT-3","Mujer","27","1.75","Adelante izquierda","Media","Media","Alta","Media","A gas","Botón pero ta roto entonces uso mi hornalla no favorita 🥺","Todos los días","Derecha","No","No","Izquierda"
"2020/08/11 8:36:41 PM GMT-3","Mujer","26","1.65","Adelante izquierda","Alta","Media","Media","Alta","A gas","Es automático","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda;Derecha"
"2020/08/11 8:36:46 PM GMT-3","Mujer","44","1.6","Adelante derecha","Alta","Alta","Alta","Alta","A gas","Fósforos","Todos los días","Derecha","No","No","Derecha"
